age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome_$,monthlyrate_$,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,datebirth,salary,roledepartament,remotework
27,Yes,travel_rarely,556.2566609977324,,5,3,,566,3,Male,2,2,sales executive,3,single,4492.84,11681.39,1,Yes,11,3.0,4,Unknown,0,1,3.0,6,0.0,0,3,1998,53914.08,,True
58,Yes,,512.0555555555557,,14,4,Life Sciences,567,2,Female,3,1,research scientist,2,,,10753.17,9,Unknown,18,3.0,1,Full Time,3,2,3.0,5,4.0,4,3,1967,49630.0,,True
28,No,,290.03550973654063, Research & Development ,6,3,,568,3,Female,2,1,research scientist,2,married,,6090.75,1,Unknown,19,3.0,3,Part Time,0,3,2.0,5,4.0,4,3,1997,28111.13,research scientist  -  research & development,False
34,Yes,,433.3333333333333,,9,3,Medical,569,1,Female,3,1,laboratory technician,1,,3500.0,9100.0,7,No,22,4.0,1,Unknown,0,2,4.0,5,0.0,0,4,1991,42000.0,,False
32,No,travel_rarely,290.03550973654063,,18,3,Life Sciences,570,1,Female,3,1,research scientist,3,single,2342.59,6090.75,1,No,14,3.0,3,Part Time,0,4,2.0,5,0.0,0,4,1993,28111.13,,True
52,No,travel_rarely,1973.9841269841268,,11,3,,571,3,Female,3,5,manager,2,,15943.72,41453.67,3,Unknown,15,3.0,2,Unknown,0,5,3.0,5,4.0,4,4,1973,191324.63999999998,,False
34,No,,290.03550973654063,,6,5,Life Sciences,572,3,Male,3,1,research scientist,3,,2342.59,6090.75,3,No,20,4.0,1,Part Time,0,2,Unknown,5,1.0,1,4,1991,28111.13,,False
47,No,travel_rarely,516.4920634920635,,4,2,,573,3,Female,3,2,sales executive,1,,4171.67,10846.33,4,Unknown,11,3.0,1,Unknown,1,3,4.0,5,0.0,0,3,1978,50060.04,,False
45,No,,290.03550973654063,,7,3,,574,4,Male,4,1,research scientist,4,divorced,2342.59,6090.75,4,No,14,3.0,4,Part Time,3,3,4.0,5,2.0,2,2,1980,28111.13,,True
31,Yes,,788.1507936507937,,27,3,Marketing,575,2,Female,3,3,sales executive,4,married,,16551.17,1,Unknown,22,4.0,4,Part Time,3,3,2.0,10,1.0,1,9,1994,76390.0,,True
33,No,non-travel,556.2566609977324, Research & Development ,1,4,Medical,576,3,Male,1,2,manufacturing director,3,,,11681.39,0,Unknown,12,3.0,4,Part Time,1,2,3.0,5,1.0,1,4,1992,53914.11,manufacturing director  -  research & development,True
35,Yes,,290.03550973654063,,14,3,,577,3,Male,3,1,laboratory technician,4,married,2342.59,6090.75,5,Yes,13,3.0,3,Unknown,1,2,1.0,5,0.0,0,4,1990,28111.08,,False
33,Yes,,290.03550973654063,,29,2,,578,3,Male,2,1,laboratory technician,2,,2342.59,6090.75,0,No,11,3.0,2,Part Time,0,2,4.0,5,1.0,1,4,1992,28111.13,,True
39,No,,670.8412698412699,,6,4,,579,3,Male,3,2,sales executive,4,,5418.33,14087.67,4,No,14,3.0,2,Unknown,1,5,4.0,5,0.0,0,1,1986,65019.96,,True
52,No,,1973.9841269841268, Research & Development ,4,1,,580,1,Male,3,5,research director,2,divorced,15943.72,41453.67,3,No,14,3.0,1,Unknown,2,4,2.0,10,1.0,1,6,1973,191324.63999999998,research director  -  research & development,False
44,No,travel_frequently,1395.436507936508,,26,3,,581,3,Female,3,4,sales executive,2,married,,29304.17,5,Unknown,14,3.0,4,Full Time,1,2,Unknown,20,4.0,4,8,1981,135250.0,,True
29,No,,556.2566609977324,,2,3,,582,4,Male,3,2,sales executive,3,,4492.84,11681.39,1,Yes,11,3.0,1,Unknown,0,3,3.0,5,0.0,0,4,1996,53914.08,,True
29,No,non-travel,655.0555555555557,,1,1,Marketing,583,3,Male,3,2,sales executive,2,,5290.83,13756.17,0,Yes,13,3.0,4,Unknown,1,0,Unknown,5,1.0,1,4,1996,63489.96,,True
43,No,travel_rarely,556.2566609977324,,6,3,,584,4,Male,2,2,manufacturing director,2,single,4492.84,11681.39,6,Yes,15,3.0,4,Part Time,0,3,3.0,5,1.0,1,2,1982,53914.11,,True
39,No,travel_rarely,290.03550973654063,,10,3,Medical,585,3,Female,3,1,laboratory technician,1,,2342.59,6090.75,6,No,20,4.0,2,Part Time,1,3,3.0,5,4.0,0,3,1986,28111.13,,True
42,Yes,,658.2539682539682,,22,2,,586,2,Male,2,2,sales executive,3,,,13823.33,2,Yes,12,3.0,1,Full Time,2,6,3.0,6,1.0,1,0,1983,63800.0,,True
57,No,,1582.7713464696226,,2,3,,587,3,Female,3,4,manager,4,single,12783.92,33238.2,2,Yes,13,3.0,3,Full Time,0,2,3.0,5,1.0,1,2,1968,153407.07,,False
28,Yes,travel_frequently,320.0476190476191,,3,1,,588,3,Male,3,1,research scientist,1,,,6721.0,0,Unknown,22,4.0,3,Full Time,0,2,3.0,6,0.0,0,4,1997,31020.0,,True
42,No,travel_rarely,556.2566609977324,,2,2,Marketing,589,4,Female,3,2,sales executive,2,divorced,4492.84,11681.39,7,Unknown,12,3.0,3,Part Time,2,5,3.0,5,1.0,1,3,1983,53914.11,,True
27,No,,556.2566609977324, Sales ,4,2,,590,2,Female,2,2,sales executive,4,single,,11681.39,1,Yes,11,3.0,2,Part Time,0,3,3.0,5,1.0,1,3,1998,53914.11,sales executive  -  sales,False
32,No,,556.2566609977324,,12,3,,591,2,Female,3,2,sales executive,3,single,,11681.39,0,No,11,0.0,2,Part Time,0,6,3.0,5,4.0,4,4,1993,53914.11,,True
54,No,travel_rarely,1032.4872861766066,,32,3,,592,4,Male,2,3,manufacturing director,3,married,,21682.23,2,Unknown,14,0.0,3,Part Time,0,4,3.0,5,0.0,0,4,1971,100071.84,,False
44,No,travel_frequently,470.0634920634921,,12,2,,593,1,Female,3,2,research scientist,3,,3796.67,9871.33,2,No,11,3.0,2,Part Time,1,3,3.0,5,0.0,0,2,1981,45560.0,,False
32,No,travel_rarely,556.2566609977324,,2,3,Life Sciences,594,3,Female,1,2,manufacturing director,4,,4492.84,11681.39,2,No,20,4.0,3,Unknown,0,2,3.0,5,0.0,0,2,1993,53914.08,,True
37,No,travel_rarely,436.4285714285714,,22,3,Life Sciences,595,4,Male,1,1,laboratory technician,3,single,3525.0,9165.0,0,No,15,3.0,3,Full Time,0,2,3.0,5,4.0,4,3,1988,42300.0,,False
33,No,travel_rarely,1032.4872861766066,,7,3,,596,3,Male,2,3,manager,4,divorced,,21682.23,9,Unknown,21,4.0,3,Part Time,1,3,2.0,5,0.0,0,1,1992,100071.84,,True
37,No,travel_rarely,501.32539682539687, Sales ,1,3,,597,1,Female,3,2,sales executive,3,single,,10527.83,1,Unknown,16,3.0,4,Part Time,0,3,3.0,5,0.0,0,3,1988,48590.0,sales executive  -  sales,True
27,No,,290.03550973654063,,13,1,,598,2,Male,3,1,sales representative,3,,2342.59,6090.75,1,Unknown,11,3.0,3,Unknown,0,1,3.0,7,0.0,0,6,1998,28111.13,,True
34,No,travel_rarely,652.2698412698413,,9,4,,599,1,Female,3,2,research scientist,4,married,,13697.67,1,Unknown,12,3.0,4,Full Time,1,2,Unknown,6,0.0,0,5,1991,63220.0,,False
49,Yes,,556.2566609977324,,27,2,Life Sciences,600,2,Female,4,2,sales executive,3,,4492.84,11681.39,4,Yes,12,3.0,4,Part Time,0,2,3.0,5,1.0,1,3,1976,53914.11,,False
32,No,travel_frequently,290.03550973654063,,5,4,Life Sciences,601,2,Male,2,1,research scientist,4,divorced,,6090.75,9,No,12,3.0,2,Part Time,1,3,2.0,5,0.0,0,3,1993,28111.13,,True
47,No,,1110.2619047619048,,9,3,Marketing,602,4,Male,3,3,sales executive,1,divorced,8967.5,23315.5,4,Yes,12,3.0,3,Full Time,1,2,3.0,5,0.0,0,2,1978,107610.0,,False
38,No,travel_rarely,290.03550973654063,,8,3,Life Sciences,603,1,Male,2,1,human resources,1,,2342.59,6090.75,0,Unknown,21,4.0,3,Unknown,0,3,3.0,5,0.0,0,3,1987,28111.08,,True
33,No,,290.03550973654063,,11,4,,604,4,Male,3,1,research scientist,4,,2342.59,6090.75,3,Unknown,19,3.0,2,Part Time,1,2,3.0,6,0.0,0,2,1992,28111.13,,True
39,No,travel_frequently,306.73809523809524,,21,2,Medical,605,3,Female,3,1,sales representative,4,married,,6441.5,5,Unknown,15,3.0,2,Full Time,1,3,3.0,5,4.0,0,0,1986,29730.0,,False
41,No,travel_rarely,536.9206349206349,,2,3,Life Sciences,606,4,Female,2,2,human resources,4,,4336.67,11275.33,8,No,11,3.0,3,Part Time,2,2,3.0,5,0.0,0,4,1984,52040.0,,False
44,No,,556.2566609977324,,14,2,,607,3,Female,2,2,sales executive,3,,4492.84,11681.39,7,Unknown,17,3.0,1,Part Time,0,6,3.0,5,0.0,0,3,1981,53914.11,,True
32,No,travel_rarely,1032.4872861766066,,8,2,,608,3,Male,3,3,sales executive,3,,8339.32,21682.23,5,No,11,3.0,1,Part Time,1,2,4.0,8,7.0,7,7,1993,100071.84,,False
52,No,,1795.1349206349207,,1,2,Medical,609,4,Male,3,4,research director,4,divorced,14499.17,37697.83,9,No,22,0.0,3,Full Time,1,1,2.0,5,1.0,1,3,1973,173990.0,,True
61,No,travel_rarely,1032.4872861766066, Sales ,1,2,,610,2,Male,3,3,manager,4,,8339.32,21682.23,3,Yes,14,3.0,3,Unknown,1,1,1.0,6,0.0,0,4,1964,100071.84,manager  -  sales,True
56,No,,1032.4872861766066,,2,4,Life Sciences,611,3,Female,2,3,sales executive,3,married,8339.32,21682.23,6,No,11,3.0,2,Part Time,1,4,3.0,9,7.0,7,0,1969,100071.84,,True
58,No,,290.03550973654063,,9,3,Medical,612,1,Female,3,1,research scientist,3,married,,6090.75,2,No,19,3.0,2,Part Time,1,4,3.0,5,0.0,0,3,1967,28111.13,,False
50,No,,1742.1031746031747,,1,4,,613,1,Male,4,4,manager,4,single,,36584.17,2,No,22,0.0,3,Full Time,0,3,2.0,5,2.0,2,1,1975,168850.0,,True
41,No,,556.2566609977324, Research & Development ,9,3,Life Sciences,614,3,Male,3,2,laboratory technician,2,single,4492.84,11681.39,9,No,15,3.0,3,Part Time,0,2,2.0,5,0.0,0,3,1984,53914.11,laboratory technician  -  research & development,False
37,No,travel_rarely,446.0238095238095,,8,4,Technical Degree,615,3,Male,3,1,human resources,3,,,9366.5,1,No,17,3.0,2,Full Time,0,2,1.0,5,1.0,1,4,1988,43230.0,,True
44,No,travel_rarely,531.8650793650794, Sales ,4,4,Marketing,616,2,Male,3,2,sales executive,1,single,4295.83,11169.17,7,No,13,3.0,4,Unknown,0,3,Unknown,6,1.0,1,5,1981,51550.0,sales executive  -  sales,False
46,Yes,,302.92063492063494,,10,4,,617,3,Male,3,1,research scientist,3,single,,6361.33,1,Yes,11,3.0,3,Full Time,0,4,3.0,6,0.0,0,2,1979,29360.0,,False
31,No,travel_rarely,290.03550973654063,,15,1,,618,2,Female,1,1,research scientist,4,married,,6090.75,0,Yes,18,0.0,1,Part Time,1,2,2.0,5,1.0,1,3,1994,28111.13,,False
35,No,,290.03550973654063,,2,3,Human Resources,619,2,Male,3,1,human resources,3,,2342.59,6090.75,1,No,13,3.0,4,Unknown,1,2,3.0,5,1.0,1,4,1990,28111.08,,True
56,No,travel_frequently,1032.4872861766066,,1,4,,620,4,Female,3,3,manufacturing director,3,,8339.32,21682.23,7,No,17,3.0,1,Part Time,1,2,1.0,5,1.0,1,4,1969,100071.84,,False
48,No,,1938.547619047619, Sales ,4,2,,621,4,Female,2,5,manager,2,married,15657.5,40709.5,2,Unknown,14,3.0,3,Unknown,1,2,3.0,11,0.0,0,8,1977,187890.0,manager  -  sales,True
32,No,non-travel,556.2566609977324,,9,2,Medical,622,3,Female,3,2,manufacturing director,3,single,4492.84,11681.39,7,Yes,18,0.0,3,Part Time,0,3,3.0,8,4.0,1,7,1993,53914.11,,True
34,Yes,travel_rarely,503.8015873015873,,7,2,Life Sciences,623,4,Male,3,2,laboratory technician,3,,4069.17,10579.83,1,Unknown,18,3.0,1,Part Time,1,3,3.0,10,1.0,1,1,1991,48830.0,,True
42,Yes,,1032.4872861766066,,25,4,,624,4,Male,2,3,sales executive,2,single,,21682.23,2,Yes,12,3.0,3,Part Time,0,2,3.0,5,1.0,1,0,1983,100071.84,,True
36,No,non-travel,209.34126984126985,,26,1,,625,1,Female,2,1,research scientist,3,divorced,,4396.17,1,No,20,4.0,3,Part Time,3,2,3.0,5,0.0,0,0,1989,20290.0,,True
41,No,travel_rarely,556.2566609977324, Sales ,21,4,,626,1,Male,2,2,sales executive,4,married,,11681.39,3,Unknown,12,3.0,4,Part Time,2,2,4.0,5,1.0,1,4,1984,53914.11,sales executive  -  sales,False
39,No,,309.1111111111111,,4,1,,627,3,Male,3,1,research scientist,3,married,2496.67,6491.33,7,Yes,15,3.0,4,Full Time,0,2,3.0,6,1.0,1,3,1986,29960.0,,False
35,No,,556.2566609977324, Sales ,41,1,Life Sciences,628,4,Male,3,2,sales executive,4,married,4492.84,11681.39,6,Unknown,13,3.0,1,Part Time,0,2,4.0,5,1.0,1,2,1990,53914.11,sales executive  -  sales,True
41,No,non-travel,1032.4872861766066, Research & Development ,25,2,,629,3,Male,3,3,healthcare representative,3,,8339.32,21682.23,3,No,21,4.0,2,Part Time,1,2,3.0,6,0.0,0,5,1984,100071.84,healthcare representative  -  research & development,False
54,No,travel_rarely,290.03550973654063,,8,4,Other,630,3,Female,3,1,laboratory technician,1,married,,6090.75,9,No,13,0.0,3,Part Time,0,2,1.0,5,0.0,0,4,1971,28111.13,,True
38,No,,957.2539682539684,,3,4,,631,1,Female,3,2,sales executive,2,single,7731.67,20102.33,3,Yes,16,3.0,4,Full Time,0,3,3.0,5,0.0,0,1,1987,92780.0,,True
38,No,,556.2566609977324,,47,4,Life Sciences,632,4,Male,2,2,laboratory technician,4,single,4492.84,11681.39,1,Unknown,16,3.0,3,Part Time,0,2,2.0,10,1.0,1,8,1987,53914.11,,True
26,No,travel_rarely,429.4126984126984,,4,1,,633,4,Female,3,2,sales executive,3,married,3468.33,9017.67,1,Yes,12,3.0,3,Unknown,2,3,3.0,5,0.0,0,3,1999,41619.96,,True
36,No,travel_rarely,290.03550973654063,,1,3,Life Sciences,634,4,Female,2,1,laboratory technician,2,,,6090.75,5,No,17,3.0,1,Part Time,1,2,2.0,5,0.0,0,2,1989,28111.13,,False
30,No,,556.2566609977324, Sales ,5,3,,635,4,Male,3,2,sales executive,1,single,4492.84,11681.39,0,Unknown,18,3.0,4,Part Time,0,4,3.0,5,1.0,1,3,1995,53914.11,sales executive  -  sales,True
35,No,travel_rarely,290.03550973654063, Research & Development ,4,4,Medical,636,1,Female,2,1,laboratory technician,2,,2342.59,6090.75,8,No,11,3.0,4,Part Time,0,5,3.0,5,0.0,0,2,1990,28111.13,laboratory technician  -  research & development,True
49,No,travel_rarely,556.2566609977324,,14,3,Medical,637,3,Female,3,2,sales executive,3,married,4492.84,11681.39,3,Unknown,17,3.0,3,Part Time,1,4,2.0,5,1.0,1,2,1976,53914.11,,True
42,Yes,,290.03550973654063,,9,4,Life Sciences,638,4,Male,3,1,laboratory technician,1,single,2342.59,6090.75,3,Unknown,14,3.0,2,Part Time,0,3,1.0,5,1.0,1,0,1983,28111.13,,False
47,No,travel_rarely,290.03550973654063,,49,3,Technical Degree,639,4,Male,3,1,research scientist,4,married,2342.59,6090.75,4,No,20,4.0,4,Part Time,1,3,3.0,5,0.0,0,3,1978,28111.13,,True
42,No,travel_rarely,556.2566609977324,,9,2,,640,1,Male,3,2,sales executive,1,,,11681.39,0,Unknown,12,3.0,4,Part Time,0,5,4.0,8,7.0,7,1,1983,53914.11,,True
31,No,,913.404761904762,,2,1,Life Sciences,641,1,Male,3,2,healthcare representative,4,,7377.5,19181.5,1,Unknown,19,3.0,4,Full Time,1,0,4.0,6,1.0,1,3,1994,88530.0,,True
42,No,,556.2566609977324,,14,2,Life Sciences,642,4,Female,3,2,sales executive,1,married,4492.84,11681.39,1,No,15,3.0,3,Part Time,1,2,3.0,5,1.0,1,2,1983,53914.11,,True
45,No,,503.0793650793651,,27,3,,643,4,Male,4,1,laboratory technician,2,divorced,,10564.67,5,Unknown,12,3.0,3,Full Time,1,0,Unknown,6,0.0,0,2,1980,48760.0,,False
32,No,,220.8968253968254,,7,3,,644,2,Male,2,1,research scientist,2,,,4638.83,1,No,12,3.0,2,Part Time,1,3,2.0,6,1.0,1,1,1993,21410.0,,True
40,No,,800.2222222222223, Research & Development ,2,2,,645,4,Female,2,3,manufacturing director,3,,6463.33,16804.67,3,Unknown,19,3.0,4,Unknown,1,6,4.0,5,0.0,0,2,1985,77559.95999999999,manufacturing director  -  research & development,True
39,No,travel_rarely,406.0952380952381, Research & Development ,10,3,,646,2,Female,3,1,research scientist,2,married,,8528.0,1,Unknown,11,3.0,1,Full Time,1,2,1.0,8,7.0,7,7,1986,39360.0,research scientist  -  research & development,False
41,No,travel_rarely,556.2566609977324,,12,3,Medical,647,4,Male,3,2,manufacturing director,2,,4492.84,11681.39,4,No,21,4.0,3,Part Time,0,3,3.0,5,1.0,1,0,1984,53914.11,,True
38,No,travel_rarely,705.9206349206349, Research & Development ,11,2,Life Sciences,648,1,Male,4,2,healthcare representative,1,divorced,,14824.33,6,No,20,4.0,1,Full Time,1,3,3.0,5,0.0,0,4,1987,68420.0,healthcare representative  -  research & development,True
25,Yes,travel_rarely,411.5634920634921,,8,1,Medical,649,4,Male,2,1,laboratory technician,3,single,3324.17,8642.83,1,Unknown,11,0.0,1,Full Time,0,2,3.0,5,1.0,1,2,2000,39890.0,,True
37,No,,508.6507936507937,,2,4,,650,1,Male,2,1,research scientist,4,,,10681.67,0,Yes,14,3.0,3,Full Time,0,2,4.0,5,1.0,1,4,1988,49300.0,,True
33,No,travel_frequently,556.2566609977324,,24,1,Technical Degree,651,4,Female,3,2,manufacturing director,4,single,,11681.39,2,Unknown,20,4.0,4,Part Time,0,3,2.0,5,1.0,1,4,1992,53914.11,,True
40,No,travel_rarely,381.95238095238096, Research & Development ,6,2,Other,652,4,Female,2,1,laboratory technician,3,married,3085.0,8021.0,1,No,11,3.0,2,Unknown,1,3,3.0,5,0.0,0,4,1985,37020.0,laboratory technician  -  research & development,True
37,No,,279.0873015873016,,23,4,Medical,653,2,Male,1,1,laboratory technician,3,married,2254.17,5860.83,0,Unknown,16,0.0,2,Part Time,1,2,4.0,5,0.0,0,3,1988,27050.0,,True
42,No,,458.9206349206349,,12,3,,654,2,Female,3,2,healthcare representative,1,,3706.67,9637.33,2,Unknown,12,3.0,2,Part Time,1,3,3.0,7,7.0,7,7,1983,44480.0,,True
29,No,travel_frequently,245.4523809523809, Research & Development ,48,2,,655,4,Female,3,1,laboratory technician,4,single,,5154.5,0,Yes,14,3.0,3,Part Time,0,3,2.0,5,0.0,0,2,1996,23790.0,laboratory technician  -  research & development,True
43,No,,556.2566609977324,,8,3,,656,3,Female,3,2,sales executive,2,,4492.84,11681.39,5,No,21,4.0,3,Unknown,1,3,3.0,5,1.0,1,4,1982,53914.08,,True
35,No,travel_rarely,566.1190476190476,,15,4,Marketing,657,2,Male,3,2,sales executive,3,single,,11888.5,1,No,14,3.0,2,Full Time,0,2,2.0,10,0.0,0,9,1990,54870.0,,False
51,No,,1973.9841269841268,,2,1,Life Sciences,658,2,Male,3,5,research director,4,married,15943.72,41453.67,3,No,15,3.0,4,Unknown,0,3,3.0,5,4.0,4,3,1974,191324.63999999998,,False
38,No,non-travel,289.92063492063494,,9,4,,659,1,Male,4,1,laboratory technician,2,,,6088.33,1,No,22,4.0,2,Part Time,0,3,3.0,5,0.0,0,2,1987,28100.0,,True
43,No,,922.1746031746032,,3,3,Life Sciences,660,3,Male,2,2,sales executive,2,divorced,7448.33,19365.67,2,Unknown,11,3.0,3,Full Time,1,5,3.0,5,0.0,0,4,1982,89380.0,,False
31,No,,290.03550973654063,,41,4,Medical,661,4,Female,2,1,research scientist,1,single,2342.59,6090.75,1,No,14,3.0,2,Part Time,0,3,1.0,5,0.0,0,4,1994,28111.13,,True
33,No,non-travel,1025.142857142857,,5,3,Medical,662,2,Male,3,2,manufacturing director,1,,8280.0,21528.0,0,No,19,3.0,2,Full Time,0,2,3.0,9,1.0,1,7,1992,99360.0,,True
38,Yes,travel_rarely,290.03550973654063,,9,4,Life Sciences,663,3,Male,2,1,sales representative,1,single,2342.59,6090.75,7,No,23,4.0,2,Part Time,0,4,Unknown,5,0.0,0,3,1987,28111.13,,False
45,No,travel_rarely,290.03550973654063,,2,2,Medical,664,4,Female,4,1,research scientist,3,,,6090.75,1,No,12,3.0,4,Part Time,2,3,2.0,5,1.0,1,4,1980,28111.13,,False
35,No,travel_frequently,556.2566609977324,,18,3,Life Sciences,665,1,Female,4,2,sales executive,1,married,4492.84,11681.39,2,No,19,0.0,1,Part Time,2,3,3.0,5,1.0,1,3,1990,53914.11,,False
46,No,,562.7142857142857, Sales ,1,5,Marketing,666,2,Female,3,2,sales executive,1,,,11817.0,5,Unknown,21,4.0,3,Full Time,1,2,2.0,4,1.0,1,3,1979,54540.0,sales executive  -  sales,False
40,No,,556.2566609977324,,29,5,Life Sciences,667,4,Female,3,2,laboratory technician,4,single,,11681.39,1,No,11,3.0,4,Part Time,0,2,3.0,10,9.0,9,9,1985,53914.11,,True
52,No,,1933.492063492064,,7,2,Medical,668,2,Female,2,5,research director,3,divorced,15616.67,40603.33,5,Unknown,12,0.0,4,Unknown,1,2,2.0,27,13.0,13,8,1973,187400.04,,False
61,No,travel_frequently,564.6746031746031,,1,1,,669,1,Female,2,2,sales executive,3,single,4560.83,11858.17,7,No,11,0.0,4,Full Time,0,2,2.0,4,1.0,1,3,1964,54730.0,,False
42,No,travel_frequently,1393.1666666666667,,1,4,Life Sciences,670,3,Male,2,4,healthcare representative,2,married,11252.5,29256.5,1,No,22,4.0,4,Full Time,1,3,2.0,22,11.0,11,11,1983,135030.0,,False
56,No,travel_rarely,1397.9126984126983,,2,4,Technical Degree,671,1,Female,3,3,research director,3,,11290.83,29356.17,9,No,12,3.0,1,Full Time,1,5,1.0,4,0.0,0,3,1969,135490.0,,False
52,No,,1874.888888888889,,47,3,,672,1,Female,3,5,research director,2,,,39372.67,3,Yes,19,3.0,1,Full Time,0,1,2.0,8,0.0,0,7,1973,181720.0,,True
56,No,non-travel,1582.7713464696226,,26,3,,673,4,Female,4,4,manager,4,single,,33238.2,2,Unknown,12,0.0,3,Full Time,0,3,3.0,5,4.0,4,4,1969,153407.07,,True
26,No,,286.2063492063492,,18,1,Life Sciences,674,2,Male,3,1,laboratory technician,3,married,2311.67,6010.33,0,No,12,3.0,3,Part Time,1,2,3.0,5,1.0,1,2,1999,27740.0,,True
39,No,travel_rarely,1032.4872861766066,,3,3,Life Sciences,675,3,Male,3,3,sales executive,4,,8339.32,21682.23,2,No,12,3.0,1,Part Time,0,3,3.0,5,1.0,1,3,1986,100071.84,,True
32,No,travel_rarely,290.03550973654063,,2,1,,676,2,Male,2,1,laboratory technician,4,single,,6090.75,0,No,13,3.0,4,Part Time,0,3,3.0,5,1.0,1,2,1993,28111.13,,True
36,No,travel_frequently,290.03550973654063,,10,4,,677,1,Female,3,1,sales representative,3,,2342.59,6090.75,6,No,18,3.0,4,Part Time,1,3,3.0,4,1.0,1,2,1989,28111.13,,False
59,No,travel_rarely,973.8650793650794, Research & Development ,24,2,,678,3,Male,4,3,healthcare representative,4,divorced,7865.83,20451.17,3,Unknown,16,3.0,2,Part Time,1,2,1.0,5,1.0,1,4,1966,94390.0,healthcare representative  -  research & development,True
40,No,travel_rarely,556.2566609977324,,1,4,Life Sciences,679,1,Female,2,2,sales executive,4,single,4492.84,11681.39,4,Unknown,22,0.0,3,Unknown,0,2,4.0,8,0.0,0,7,1985,53914.08,,False
43,Yes,travel_rarely,290.03550973654063,,20,2,Marketing,680,2,Female,3,1,sales representative,2,,2342.59,6090.75,1,Yes,22,4.0,4,Part Time,0,5,2.0,4,0.0,0,2,1982,28111.13,,True
44,No,,543.2142857142857,,21,2,,681,3,Female,3,2,manufacturing director,3,divorced,4387.5,11407.5,2,Unknown,16,3.0,2,Part Time,1,5,3.0,5,0.0,0,2,1981,52650.0,,False
36,No,,393.6111111111112,,10,4,,682,4,Male,3,1,research scientist,3,divorced,3179.17,8265.83,1,Yes,17,3.0,4,Full Time,1,4,4.0,5,2.0,2,0,1989,38150.0,,True
32,Yes,,556.2566609977324,,26,4,,683,3,Female,2,2,sales executive,1,,,11681.39,5,Unknown,15,3.0,3,Part Time,0,5,2.0,6,0.0,0,1,1993,53914.11,,True
31,Yes,travel_rarely,246.484126984127,,13,1,Medical,684,1,Male,2,1,research scientist,4,single,1990.83,5176.17,1,Unknown,13,3.0,3,Part Time,0,3,Unknown,4,0.0,0,1,1994,23890.0,,True
34,No,,290.03550973654063,,4,2,,685,3,Female,3,1,sales representative,2,married,,6090.75,2,No,11,0.0,1,Part Time,1,5,3.0,4,1.0,1,2,1991,28111.13,,False
27,No,,412.6984126984127,,5,2,Life Sciences,686,2,Male,4,2,healthcare representative,1,,3333.33,8666.67,1,No,12,3.0,4,Unknown,2,2,3.0,6,1.0,1,5,1998,39999.96,,True
55,No,,1814.2222222222224,,3,4,,687,3,Male,3,4,research director,3,married,14653.33,38098.67,3,Yes,16,3.0,4,Full Time,3,5,2.0,5,1.0,1,3,1970,175840.0,,True
28,No,,556.2566609977324, Research & Development ,11,2,Medical,688,1,Male,3,2,healthcare representative,1,married,,11681.39,1,Unknown,13,3.0,3,Part Time,1,3,3.0,5,3.0,3,3,1997,53914.11,healthcare representative  -  research & development,True
30,No,,290.03550973654063,,8,2,,689,4,Female,3,1,research scientist,4,,2342.59,6090.75,1,No,21,4.0,4,Unknown,0,3,3.0,5,0.0,0,2,1995,28111.08,,True
30,No,travel_rarely,584.0714285714286,,16,2,Medical,690,2,Male,4,2,healthcare representative,1,single,4717.5,12265.5,0,Unknown,19,3.0,3,Unknown,0,2,3.0,8,0.0,0,7,1995,56610.0,,True
