,age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome_$,monthlyrate_$,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,datebirth,salary,remotework,generation
357,57,Yes,,556.2566609977324,sales,2,1,Medical,358,3,Male,3,2,sales executive,4,single,11125.133219954649,11681.39,4,Unknown,16,3.0,3,Part Time,0,3,2.0,9,7.0,7,3,1968,53914.11,False,Gen X
358,30,No,,556.2566609977324,sales,2,4,,359,2,Female,3,2,sales executive,2,,11125.133219954649,11681.39,1,Unknown,20,4.0,1,Part Time,0,2,3.0,8,7.0,7,5,1995,53914.11,True,Millennials
359,28,Yes,,244.11111111111111,research & development,5,2,Medical,360,3,Female,2,1,research scientist,3,married,1971.67,5126.33,1,Unknown,14,3.0,1,Part Time,1,2,3.0,8,1.0,1,7,1997,23660.0,True,Gen Z
360,46,No,,290.03550973654063,research & development,9,2,,361,2,Male,3,1,research scientist,1,,2342.59,6090.75,1,Yes,13,3.0,4,Part Time,0,0,3.0,8,7.0,7,1,1979,28111.08,True,Gen X
361,43,Yes,,290.03550973654063,research & development,2,4,Life Sciences,362,2,Female,1,1,laboratory technician,4,divorced,2342.59,6090.75,4,Yes,13,3.0,3,Part Time,1,1,2.0,7,1.0,1,0,1982,28111.08,True,Millennials
362,33,No,travel_rarely,240.2936507936508,sales,7,4,,363,2,Male,2,1,sales representative,3,,1940.83,5046.17,3,Unknown,15,0.0,2,Part Time,0,2,4.0,7,5.0,5,2,1992,23290.0,False,Millennials
363,28,No,travel_frequently,443.031746031746,sales,28,3,Medical,364,2,Male,2,2,sales executive,1,,8860.63492063492,9303.67,1,Unknown,12,3.0,2,Part Time,0,2,3.0,7,0.0,0,7,1997,42940.0,True,Gen Z
364,33,No,,556.2566609977324,research & development,12,3,Medical,365,4,Female,3,2,healthcare representative,4,,11125.133219954649,11681.39,0,Unknown,11,3.0,3,Part Time,2,2,1.0,9,8.0,8,5,1992,53914.11,False,Millennials
365,34,No,,693.8492063492063,research & development,3,4,Medical,366,3,Female,3,2,manufacturing director,1,married,13876.984126984125,14570.83,1,Unknown,12,3.0,3,Full Time,1,2,4.0,8,6.0,6,3,1991,67250.0,False,Millennials
366,38,Yes,travel_rarely,1065.2777777777778,sales,3,1,Life Sciences,367,3,Male,2,3,sales executive,4,married,8604.17,22370.83,1,Unknown,11,0.0,1,Full Time,1,6,3.0,16,3.0,3,7,1987,103250.0,False,Millennials
367,47,No,non-travel,458.8174603174604,research & development,47,2,,368,4,Male,3,2,laboratory technician,2,,9176.349206349209,9635.17,1,Unknown,12,3.0,2,Part Time,0,5,2.0,9,0.0,0,8,1978,44470.0,True,Gen X
368,41,No,travel_rarely,1032.4872861766066,sales,2,5,,369,1,Male,4,3,sales executive,3,single,20649.745723532134,21682.23,0,No,18,3.0,4,Part Time,0,3,3.0,8,0.0,0,7,1984,100071.84,False,Millennials
369,38,No,non-travel,556.2566609977324,sales,8,4,Technical Degree,370,1,Male,3,2,sales executive,4,divorced,4492.84,11681.39,4,No,13,0.0,4,Part Time,2,3,3.0,7,0.0,0,7,1987,53914.11,True,Millennials
370,48,No,,1118.928571428571,research & development,7,2,Medical,371,4,Male,3,3,manufacturing director,3,,9037.5,23497.5,6,Unknown,13,3.0,2,Full Time,1,3,3.0,8,0.0,0,7,1977,108450.0,False,Gen X
371,56,No,travel_rarely,1032.4872861766066,research & development,17,3,Technical Degree,372,3,Female,3,3,manufacturing director,3,,8339.32,21682.23,8,Unknown,11,0.0,3,Part Time,1,2,3.0,10,0.0,0,8,1969,100071.84,True,Gen X
372,32,No,travel_rarely,1032.4872861766066,research & development,8,2,,373,2,Female,4,3,research director,1,,8339.32,21682.23,0,Yes,12,3.0,3,Part Time,3,4,2.0,8,1.0,1,7,1993,100071.84,True,Millennials
373,28,No,,564.5714285714286,research & development,2,2,Medical,374,4,Male,4,2,manufacturing director,4,married,11291.42857142857,11856.0,1,Unknown,12,3.0,2,Full Time,0,2,3.0,8,1.0,1,3,1997,54720.0,False,Gen Z
374,57,No,travel_frequently,658.7698412698413,research & development,18,4,Medical,375,3,Male,3,2,healthcare representative,2,married,5320.83,13834.17,3,Unknown,14,3.0,4,Full Time,2,3,3.0,8,6.0,6,7,1968,63850.0,True,Gen X
375,52,No,non-travel,654.8492063492064,sales,1,3,Life Sciences,376,4,Female,3,2,sales executive,3,married,13096.984126984127,13751.83,0,Unknown,12,3.0,1,Full Time,1,3,3.0,18,0.0,0,13,1973,63470.0,True,Gen X
376,34,No,non-travel,290.03550973654063,research & development,29,4,,377,4,Female,3,1,laboratory technician,3,single,5800.710194730813,6090.75,9,No,12,3.0,2,Part Time,0,2,3.0,8,7.0,7,7,1991,28111.13,True,Millennials
377,55,No,travel_frequently,776.3888888888888,sales,2,3,Marketing,378,3,Female,2,3,sales executive,2,,15527.777777777776,16304.17,2,Unknown,12,3.0,1,Part Time,1,2,Unknown,15,6.0,6,12,1970,75250.0,True,Gen X
378,42,No,travel_rarely,556.2566609977324,sales,26,3,,379,3,Male,3,2,sales executive,1,married,4492.84,11681.39,1,Unknown,14,3.0,2,Part Time,1,3,2.0,7,7.0,7,5,1983,53914.11,False,Millennials
379,57,No,,1582.7713464696226,,2,1,,380,3,Male,2,4,manager,1,single,12783.92,33238.2,7,No,15,3.0,2,Full Time,0,3,4.0,9,6.0,6,2,1968,153407.04,True,Gen X
380,30,Yes,non-travel,1032.4872861766066,research & development,24,2,,381,2,Male,2,3,healthcare representative,1,single,8339.32,21682.23,1,No,12,3.0,1,Part Time,0,2,2.0,10,1.0,1,9,1995,100071.84,False,Millennials
381,30,No,travel_rarely,377.6190476190477,research & development,10,3,Other,382,3,Female,3,2,research scientist,3,single,3050.0,7930.0,3,No,13,3.0,4,Part Time,0,4,4.0,8,1.0,1,7,1995,36600.0,True,Millennials
382,37,Yes,,1032.4872861766066,sales,4,3,Technical Degree,383,4,Male,3,3,sales executive,1,,20649.745723532134,21682.23,0,Unknown,22,4.0,1,Part Time,0,2,3.0,8,4.0,4,7,1988,100071.84,True,Millennials
383,35,Yes,travel_frequently,556.2566609977324,research & development,36,4,Medical,384,3,Female,2,2,research scientist,3,single,4492.84,11681.39,1,No,22,4.0,2,Part Time,0,4,3.0,13,3.0,3,8,1990,53914.11,True,Millennials
384,27,Yes,,290.03550973654063,research & development,4,1,Technical Degree,385,4,Male,3,1,laboratory technician,4,married,5800.710194730813,6090.75,1,Unknown,15,0.0,2,Part Time,1,3,4.0,7,5.0,5,6,1998,28111.13,True,Gen Z
385,40,No,,901.7460317460316,sales,10,4,,386,3,Male,2,3,sales executive,3,,7283.33,18936.67,0,Yes,14,3.0,2,Part Time,2,2,Unknown,8,2.0,2,7,1985,87400.0,True,Millennials
386,30,No,,1032.4872861766066,research & development,12,3,,387,1,Female,3,3,manufacturing director,2,,20649.745723532134,21682.23,0,Unknown,17,3.0,2,Part Time,3,3,2.0,9,1.0,1,7,1995,100071.84,True,Millennials
387,45,No,travel_frequently,1032.4872861766066,research & development,27,3,Life Sciences,388,3,Female,3,3,manufacturing director,1,married,20649.745723532134,21682.23,8,No,11,3.0,3,Part Time,1,1,3.0,8,0.0,0,1,1980,100071.84,False,Gen X
388,41,Yes,travel_frequently,1582.7713464696226,research & development,2,3,Life Sciences,389,1,Male,3,4,healthcare representative,4,,12783.92,33238.2,7,No,11,3.0,4,Full Time,3,4,3.0,18,11.0,11,5,1984,153407.07,False,Millennials
389,42,No,travel_rarely,1973.9841269841268,research & development,14,3,,390,3,Male,2,5,research director,3,,39479.68253968254,41453.67,1,No,14,0.0,1,Full Time,0,2,Unknown,20,4.0,4,9,1983,191324.62,True,Millennials
390,31,No,travel_rarely,556.2566609977324,research & development,8,1,Medical,391,2,Male,2,2,manufacturing director,4,married,4492.84,11681.39,1,Unknown,15,3.0,3,Part Time,1,2,2.0,10,1.0,1,2,1994,53914.08,True,Millennials
391,42,No,,1392.7539682539682,research & development,32,4,,392,2,Female,3,3,research director,3,,11249.17,29247.83,9,No,17,3.0,3,Full Time,0,3,2.0,18,2.0,2,13,1983,134990.0,False,Millennials
392,28,No,travel_rarely,290.03550973654063,research & development,3,4,,393,1,Male,4,1,laboratory technician,4,,2342.59,6090.75,1,Unknown,22,4.0,2,Part Time,1,2,3.0,8,0.0,0,7,1997,28111.13,True,Gen Z
393,37,No,travel_rarely,1032.4872861766066,research & development,2,3,,394,3,Male,2,3,manufacturing director,2,divorced,8339.32,21682.23,2,No,18,3.0,2,Full Time,1,2,4.0,7,6.0,6,4,1988,100071.84,True,Millennials
394,55,No,,1973.9841269841268,research & development,7,2,Medical,395,4,Female,3,5,manager,3,divorced,15943.72,41453.67,3,No,18,3.0,2,Full Time,1,6,3.0,7,4.0,4,7,1970,191324.62,False,Gen X
395,37,No,,556.2566609977324,sales,17,4,Life Sciences,396,3,Male,3,2,sales executive,1,,11125.133219954649,11681.39,3,Unknown,15,3.0,4,Part Time,3,2,3.0,7,1.0,1,7,1988,53914.11,True,Millennials
396,35,No,,556.2566609977324,sales,25,3,Medical,397,2,Female,3,2,sales executive,3,,4492.84,11681.39,1,No,12,3.0,1,Part Time,1,3,2.0,10,0.0,0,1,1990,53914.11,True,Millennials
397,38,No,,290.03550973654063,research & development,6,4,Life Sciences,398,3,Male,1,1,laboratory technician,3,divorced,5800.710194730813,6090.75,1,No,14,3.0,3,Part Time,1,4,3.0,7,1.0,1,7,1987,28111.13,True,Millennials
398,32,No,travel_rarely,360.1825396825397,research & development,7,4,Life Sciences,399,3,Male,3,2,laboratory technician,3,divorced,2909.17,7563.83,1,Unknown,13,0.0,1,Part Time,3,4,2.0,10,8.0,8,9,1993,34910.0,True,Millennials
399,62,No,,538.5714285714286,sales,29,4,,400,2,Male,4,2,sales executive,4,divorced,4350.0,11310.0,0,Unknown,18,3.0,2,Part Time,1,3,3.0,11,1.0,1,9,1963,52200.0,True,Baby Boomers
400,34,No,,556.2566609977324,research & development,2,2,Life Sciences,401,4,Female,3,2,research scientist,3,single,11125.133219954649,11681.39,4,Yes,14,3.0,4,Part Time,0,2,3.0,8,0.0,0,7,1991,53914.11,False,Millennials
401,38,No,,1057.7460317460318,research & development,1,3,Technical Degree,402,3,Female,1,3,manufacturing director,1,divorced,8543.33,22212.67,2,Yes,21,4.0,3,Full Time,1,2,3.0,7,7.0,7,7,1987,102520.0,True,Millennials
402,29,No,travel_rarely,290.03550973654063,research & development,14,3,,403,1,Male,3,1,research scientist,1,,2342.59,6090.75,1,Unknown,14,3.0,4,Part Time,2,3,2.0,9,6.0,6,8,1996,28111.08,True,Millennials
403,45,No,,2036.6666666666667,research & development,3,3,Life Sciences,404,3,Male,1,5,research director,4,,16450.0,42770.0,3,No,14,3.0,2,Full Time,1,2,3.0,8,0.0,0,7,1980,197400.0,True,Gen X
404,31,No,travel_rarely,1582.7713464696226,research & development,1,3,,405,4,Female,2,4,research director,4,divorced,31655.42692939245,33238.2,3,No,14,3.0,2,Full Time,2,2,2.0,7,1.0,1,7,1994,153407.07,True,Millennials
405,61,No,,1032.4872861766066,research & development,24,4,,406,2,Male,3,3,manufacturing director,4,single,8339.32,21682.23,6,No,12,3.0,4,Part Time,0,6,2.0,9,5.0,5,4,1964,100071.84,False,Baby Boomers
406,45,No,travel_rarely,1032.4872861766066,sales,4,4,Marketing,407,4,Female,2,3,sales executive,4,single,8339.32,21682.23,3,No,14,3.0,4,Part Time,0,3,4.0,21,15.0,15,17,1980,100071.84,True,Gen X
407,46,Yes,travel_rarely,1032.4872861766066,research & development,15,3,Medical,408,1,Female,3,3,healthcare representative,4,married,8339.32,21682.23,1,Unknown,11,3.0,4,Part Time,1,2,3.0,10,0.0,0,5,1979,100071.84,True,Gen X
408,31,Yes,,290.03550973654063,research & development,7,3,Technical Degree,409,2,Female,3,1,laboratory technician,3,divorced,2342.59,6090.75,3,Yes,13,3.0,1,Part Time,2,2,3.0,7,7.0,7,7,1994,28111.08,True,Millennials
409,34,No,travel_rarely,640.6111111111111,sales,8,3,,410,3,Male,4,2,sales executive,4,married,5174.17,13452.83,1,Unknown,15,3.0,3,Full Time,2,4,4.0,10,0.0,0,8,1991,62090.0,False,Millennials
410,38,No,travel_rarely,731.9206349206349,research & development,10,4,Technical Degree,411,4,Female,3,3,healthcare representative,3,married,14638.4126984127,15370.33,3,No,12,3.0,1,Part Time,0,0,3.0,7,1.0,1,7,1987,70940.0,True,Millennials
411,54,Yes,,1032.4872861766066,sales,5,3,,412,2,Male,3,3,sales executive,2,single,8339.32,21682.23,9,Yes,19,3.0,3,Part Time,0,2,2.0,8,7.0,7,7,1971,100071.84,True,Gen X
412,41,No,travel_rarely,467.7936507936508,research & development,33,2,,413,1,Male,3,2,manufacturing director,3,single,3778.33,9823.67,0,Unknown,11,3.0,1,Part Time,0,6,Unknown,8,1.0,1,7,1984,45340.0,True,Millennials
413,36,No,,876.984126984127,research & development,9,3,,414,4,Male,3,3,healthcare representative,4,,7083.33,18416.67,0,Unknown,11,0.0,4,Part Time,1,0,2.0,9,1.0,1,6,1989,85000.0,True,Millennials
414,40,No,,556.2566609977324,sales,2,2,Life Sciences,415,2,Female,3,2,sales executive,1,,11125.133219954649,11681.39,3,Unknown,15,3.0,4,Unknown,1,3,3.0,7,1.0,1,7,1985,53914.11,True,Millennials
415,38,No,travel_frequently,478.62698412698415,sales,12,3,Marketing,416,1,Female,4,2,sales executive,1,married,3865.83,10051.17,2,No,16,3.0,4,Part Time,1,2,2.0,15,6.0,6,13,1987,46390.0,True,Millennials
416,37,No,,553.3253968253969,research & development,1,3,,417,4,Female,2,2,laboratory technician,4,,4469.17,11619.83,0,No,12,3.0,2,Part Time,1,0,3.0,9,0.0,0,0,1988,53630.0,False,Millennials
417,57,Yes,,1582.7713464696226,sales,13,4,,418,1,Male,4,4,sales executive,3,,12783.92,33238.2,6,Unknown,17,3.0,3,Full Time,0,2,2.0,19,3.0,3,8,1968,153407.07,True,Gen X
418,36,No,,556.2566609977324,research & development,29,3,,419,2,Male,3,2,laboratory technician,3,,4492.84,11681.39,4,Unknown,13,3.0,1,Part Time,2,1,3.0,8,7.0,7,7,1989,53914.11,False,Millennials
419,45,No,,421.0555555555556,research & development,6,3,Medical,420,1,Female,2,2,research scientist,3,single,3400.83,8842.17,1,Yes,14,3.0,1,Part Time,0,3,1.0,20,1.0,1,8,1980,40810.0,False,Gen X
420,44,No,travel_rarely,1582.7713464696226,,10,3,Human Resources,421,3,Female,3,4,manager,1,married,12783.92,33238.2,0,Unknown,14,3.0,3,Full Time,1,5,3.0,20,0.0,0,9,1981,153407.07,False,Millennials
421,28,No,travel_rarely,369.1587301587302,research & development,7,3,,422,3,Male,4,1,laboratory technician,1,single,7383.174603174603,7752.33,0,No,12,3.0,4,Full Time,0,2,3.0,7,0.0,0,7,1997,35780.0,True,Gen Z
422,31,Yes,,1032.4872861766066,research & development,14,1,Other,423,3,Female,3,3,healthcare representative,4,single,8339.32,21682.23,0,Yes,12,3.0,1,Part Time,0,1,3.0,8,7.0,7,7,1994,100071.84,True,Millennials
423,56,No,,1787.809523809524,research & development,1,3,,424,4,Female,3,4,research director,4,,35756.19047619048,37544.0,6,Unknown,19,3.0,4,Full Time,0,3,2.0,20,12.0,12,7,1969,173280.0,False,Gen X
424,57,No,,1582.7713464696226,research & development,1,4,,425,2,Male,4,4,research director,4,divorced,12783.92,33238.2,2,No,13,3.0,4,Full Time,2,4,4.0,7,0.0,0,0,1968,153407.07,True,Gen X
425,42,No,non-travel,556.2566609977324,research & development,9,4,Other,426,3,Male,3,2,laboratory technician,3,,4492.84,11681.39,3,No,11,3.0,3,Part Time,2,2,Unknown,8,0.0,0,7,1983,53914.11,True,Millennials
426,33,No,,1113.563492063492,sales,8,2,,427,1,Male,3,3,sales executive,4,divorced,8994.17,23384.83,1,Unknown,18,0.0,1,Full Time,1,5,3.0,13,9.0,9,9,1992,107930.0,True,Millennials
427,48,Yes,,1032.4872861766066,sales,9,3,Marketing,428,1,Male,3,3,sales executive,4,divorced,8339.32,21682.23,4,No,11,3.0,1,Full Time,1,1,4.0,7,4.0,4,3,1977,100071.84,True,Gen X
428,47,No,travel_rarely,1119.547619047619,research & development,20,3,Medical,429,2,Male,1,3,healthcare representative,1,,9042.5,23510.5,2,Yes,18,3.0,2,Full Time,1,2,3.0,7,0.0,0,7,1978,108510.0,False,Gen X
429,51,No,travel_rarely,1079.8253968253969,research & development,7,4,Life Sciences,430,3,Male,3,3,healthcare representative,2,divorced,21596.507936507936,22676.33,3,Unknown,14,3.0,2,Full Time,2,3,3.0,8,0.0,0,7,1974,104660.0,False,Gen X
430,31,No,travel_rarely,556.2566609977324,sales,19,3,,431,3,Male,2,2,sales executive,3,,4492.84,11681.39,1,Unknown,14,3.0,3,Part Time,2,3,3.0,10,0.0,0,4,1994,53914.11,True,Millennials
431,31,Yes,,243.6984126984127,research & development,1,4,Technical Degree,432,1,Male,2,1,research scientist,1,single,4873.968253968254,5117.67,6,No,13,3.0,3,Part Time,0,2,1.0,9,0.0,0,7,1994,23620.0,True,Millennials
432,31,No,,556.2566609977324,research & development,8,1,Other,433,3,Female,1,2,healthcare representative,1,,11125.133219954649,11681.39,3,No,13,3.0,3,Part Time,1,3,3.0,7,0.0,0,7,1994,53914.11,True,Millennials
433,42,No,travel_rarely,1582.7713464696226,human resources,6,2,,434,3,Male,3,4,manager,4,single,12783.92,33238.2,1,Yes,21,4.0,4,Full Time,0,2,3.0,21,7.0,7,7,1983,153407.07,True,Millennials
434,50,No,,664.3412698412699,sales,16,4,Life Sciences,435,3,Female,3,2,sales executive,3,divorced,13286.825396825398,13951.17,8,No,14,3.0,3,Full Time,1,2,Unknown,8,7.0,7,7,1975,64390.0,True,Gen X
435,55,Yes,,1032.4872861766066,research & development,2,5,,436,3,Female,2,3,manufacturing director,4,married,20649.745723532134,21682.23,0,Unknown,16,3.0,2,Part Time,1,4,3.0,33,1.0,1,9,1970,100071.84,True,Gen X
436,46,No,,1973.9841269841268,research & development,7,3,Medical,437,2,Female,3,5,research director,4,,39479.68253968254,41453.67,0,Yes,14,0.0,4,Unknown,1,4,2.0,22,1.0,1,10,1979,191324.62,False,Gen X
437,47,No,,595.2142857142857,research & development,5,5,,438,3,Female,1,2,laboratory technician,1,,11904.285714285714,12499.5,1,Unknown,14,3.0,1,Full Time,0,3,3.0,10,1.0,1,4,1978,57690.0,False,Gen X
438,47,No,non-travel,452.4206349206349,sales,26,3,Marketing,439,1,Male,2,2,sales executive,1,,3654.17,9500.83,1,Unknown,15,0.0,1,Part Time,1,2,Unknown,10,4.0,4,5,1978,43850.04,False,Gen X
439,36,No,travel_frequently,556.2566609977324,research & development,10,4,,440,3,Male,4,2,manufacturing director,4,,4492.84,11681.39,1,Unknown,13,3.0,1,Part Time,1,3,Unknown,9,7.0,7,2,1989,53914.11,True,Millennials
440,41,No,,556.2566609977324,research & development,10,5,Medical,441,2,Male,3,2,manufacturing director,1,,4492.84,11681.39,2,Unknown,13,3.0,4,Part Time,3,3,3.0,7,7.0,7,7,1984,53914.08,False,Millennials
441,29,No,,419.50793650793656,research & development,36,3,,442,3,Male,2,1,laboratory technician,1,divorced,3388.33,8809.67,1,No,11,3.0,1,Full Time,2,3,3.0,7,0.0,0,7,1996,40660.0,True,Millennials
442,47,No,travel_rarely,556.2566609977324,research & development,2,2,,443,4,Female,2,2,manufacturing director,4,divorced,4492.84,11681.39,1,Unknown,19,3.0,1,Part Time,2,3,3.0,10,3.0,3,9,1978,53914.08,True,Gen X
443,46,No,,556.2566609977324,human resources,1,5,,444,1,Male,3,2,human resources,4,married,4492.84,11681.39,4,Yes,11,3.0,3,Part Time,0,3,3.0,10,0.0,0,2,1979,53914.08,True,Gen X
444,27,No,,537.1269841269842,research & development,2,1,Life Sciences,445,4,Male,4,2,manufacturing director,3,divorced,4338.33,11279.67,1,Unknown,17,3.0,3,Part Time,2,6,3.0,7,0.0,0,7,1998,52060.0,False,Gen Z
445,51,No,,1582.7713464696226,,1,3,,446,3,Male,3,4,manager,3,single,12783.92,33238.2,4,Unknown,14,3.0,1,Full Time,0,2,3.0,8,0.0,0,0,1974,153407.07,True,Gen X
446,50,Yes,travel_frequently,273.92857142857144,sales,7,2,,447,4,Female,3,1,sales representative,3,,2212.5,5752.5,2,Unknown,11,0.0,3,Part Time,2,3,3.0,9,7.0,7,7,1975,26550.0,False,Gen X
447,28,No,,265.1587301587302,research & development,7,3,Medical,448,4,Male,3,1,laboratory technician,4,,2141.67,5568.33,1,No,20,4.0,3,Part Time,0,5,3.0,7,5.0,5,7,1997,25700.0,True,Gen Z
448,46,No,travel_rarely,1032.4872861766066,research & development,2,3,Life Sciences,449,3,Female,4,3,healthcare representative,4,,8339.32,21682.23,1,Unknown,19,0.0,2,Part Time,1,2,3.0,8,6.0,6,7,1979,100071.84,True,Gen X
449,38,No,,464.4920634920635,sales,2,4,,450,3,Female,3,2,sales representative,4,single,3751.67,9754.33,3,Unknown,15,0.0,3,Part Time,0,2,2.0,13,6.0,6,7,1987,45020.0,True,Millennials
450,48,No,,556.2566609977324,research & development,13,4,,451,3,Male,3,2,healthcare representative,2,single,4492.84,11681.39,6,No,14,3.0,4,Part Time,0,3,3.0,10,0.0,0,9,1977,53914.11,True,Gen X
451,37,No,,556.2566609977324,research & development,27,4,Life Sciences,452,4,Male,3,2,manufacturing director,3,married,4492.84,11681.39,2,Unknown,16,3.0,2,Part Time,1,3,3.0,7,0.0,0,7,1988,53914.11,True,Millennials
452,32,No,travel_frequently,512.5714285714286,research & development,2,4,,453,4,Female,2,1,research scientist,1,,4140.0,10764.0,0,Unknown,16,3.0,4,Part Time,0,2,Unknown,9,0.0,0,7,1993,49680.0,False,Millennials
453,32,No,,1032.4872861766066,sales,15,2,Marketing,454,3,Male,2,3,sales executive,1,,8339.32,21682.23,2,No,11,3.0,1,Part Time,1,2,3.0,7,1.0,1,7,1993,100071.84,True,Millennials
454,35,No,non-travel,531.0396825396825,sales,2,3,Marketing,455,4,Female,3,2,sales executive,2,,4289.17,11151.83,8,No,15,3.0,4,Part Time,0,2,2.0,11,1.0,1,7,1990,51470.0,True,Millennials
455,34,No,,280.42857142857144,research & development,5,4,,456,2,Male,3,1,research scientist,2,single,2265.0,5889.0,2,No,14,3.0,2,Part Time,0,3,3.0,7,0.0,0,7,1991,27180.0,True,Millennials
456,45,No,travel_rarely,365.1349206349206,human resources,2,3,Life Sciences,457,2,Male,3,1,human resources,4,,2949.17,7667.83,0,No,13,3.0,2,Part Time,0,5,3.0,9,1.0,1,8,1980,35390.04,False,Gen X
457,33,No,travel_rarely,564.1587301587302,sales,29,4,Marketing,458,1,Female,2,2,sales executive,4,,4556.67,11847.33,1,Unknown,14,3.0,1,Full Time,2,3,3.0,12,5.0,5,7,1992,54680.0,True,Millennials
458,37,Yes,,599.7539682539682,sales,27,3,,459,3,Male,3,2,sales executive,4,,4844.17,12594.83,1,Unknown,18,3.0,4,Part Time,0,2,3.0,10,7.0,7,7,1988,58130.04,False,Millennials
459,37,No,non-travel,556.2566609977324,research & development,2,2,Medical,460,2,Male,3,2,manufacturing director,4,divorced,4492.84,11681.39,2,No,14,3.0,3,Part Time,1,6,3.0,7,1.0,1,7,1988,53914.11,False,Millennials
460,32,No,,997.3888888888888,research & development,10,3,Medical,461,1,Female,3,3,manufacturing director,3,single,8055.83,20945.17,9,No,14,3.0,2,Part Time,0,3,3.0,7,0.0,0,2,1993,96670.0,False,Millennials
